tweet,date_time,real_sentiment,real_distilbert_sentiment
"During this challenging time, we have to remember that the only way we will progress is if the… https://t.co/0xir4Zc7dC",09/07/2016 20:35
"#BetterDays Victoria X Ariana 
@VICTORIAMONET_ https://t.co/K7oztzkCFN",09/07/2016 20:34
love,08/07/2016 19:21
what the fuck is wrong with the world and when / how can we fix it? RIP #AltonSterling. RIP #PhilandoCastile.,07/07/2016 21:22
@MaddieBaillio v excited to be playing your best friend! you're going to be such an amazing Tracy!,07/07/2016 20:38
@KChenoweth @HairsprayLive love you so much,07/07/2016 20:36
the most  https://t.co/NaTKB2rEDH,07/07/2016 20:14
love you love you love you !  this means so much coming from you ♡ ♡ ♡  thank you ♡  https://t.co/thTqgKtTV2,07/07/2016 20:07
omg I'm not ok ... love you. cannot wait to hug you. and also pass out.  https://t.co/elVauB4BXs,07/07/2016 19:20
#HairsprayLive #Penny Dec 7th @nbc https://t.co/X6ZiwuJgwC,07/07/2016 19:12
anyway... I’m so honored and beyond excited to be a part of this dream cast...... I will for sure pass out at the table read. #HairsprayLive,07/07/2016 19:07
"Penny has been a dream role since Hairspray opened on Broadway. At 9, I was (and still am) in LOVE w @KerryButlerNyc. hope to make u proud 😭",07/07/2016 19:03
I AM NOWWW A CHECKERBOARD CHICK #HairsprayLive #Penny,07/07/2016 19:00
so,07/07/2016 19:00
@EvergreenGrande HAHAHAHAHHA,07/07/2016 18:59
omg bbs how do u know already i'm CRYING,07/07/2016 18:57
"@borderlineari  NOT YET I TOLD YOU DON'T WORRY ♡ WORKING ON THEM, I PROMISE. BUT NOT YET. ♡",07/07/2016 18:57
most of you know that i'm really just a musical theater geek.... like a really big one... so.... my heart is very full re: this announcement,07/07/2016 18:56
hi i have to tell you something very very exciting today,07/07/2016 18:53
#IntoYou @Spotify --&gt; https://t.co/k72xVRUZ7Y,07/07/2016 18:16
#IntoYou vid is now @Vevo certified !!! unreal!! love y'all. https://t.co/ROUZXH9vEg video by @HANNAHLUXDAVIS,07/07/2016 18:13
"working on these tour dates for you, babes....",06/07/2016 23:09
"almost 100 milli 👀👀 !! 
https://t.co/IqS2gj0ne9 #IntoYou video by @HANNAHLUXDAVIS  ♡",05/07/2016 19:14
forever,05/07/2016 10:21
love you,05/07/2016 10:21
possibly my favorite photos of all time. over fifteen years of friendship. https://t.co/ZORk490Mvk,05/07/2016 10:12
Just posted a photo https://t.co/CzwKY8JHar,05/07/2016 09:53
Just posted a photo https://t.co/ZORk490Mvk,05/07/2016 09:44
"y'all, thank you for streaming #IntoYou &amp; getting it into @spotify's top 20! v glad you're loving this record ♡ ♡ ♡ https://t.co/k72xVRUZ7Y",03/07/2016 01:46
"♡
 https://t.co/bvDohuWchE",02/07/2016 23:16
"#IntoYou 
spotify: https://t.co/k72xVRUZ7Y
iTunes: https://t.co/vPxWSiE9UN
♡ https://t.co/upf0xtCOb3",01/07/2016 22:31
I will forever ever and ever love these two w all my heart @avanjogia @mattbennett https://t.co/Ktc6ANCUtR,29/06/2016 21:15
wow my friends know me so damn well. thank you for the most ridiculous / most amazing / campiest… https://t.co/xOP259ibpg,29/06/2016 20:30
the most beautiful baby https://t.co/Wqo7AWFmgp,28/06/2016 20:31
like sugar https://t.co/BfrP7TZTGu,28/06/2016 09:33
thank you v much for all of the wonderful birthday wishes. love always.,27/06/2016 21:27
♡ https://t.co/tTaQF4OBtX,26/06/2016 19:02
more than you know,26/06/2016 09:13
love you my babies,26/06/2016 09:12
twenty three,26/06/2016 09:12
see you soon @b96chicago #summerbash https://t.co/mD5aKYQJ5K,24/06/2016 23:01
hi.. love you,23/06/2016 08:09
☁️💭 https://t.co/Ek1g2PPgrN,20/06/2016 07:02
☽ https://t.co/BNKtPSOB6D,20/06/2016 03:16
I love you #happyfathersday ♡ https://t.co/T5ZEKQK1Ce,19/06/2016 20:47
Just posted a photo https://t.co/sblKO3LH4h,19/06/2016 03:52
visiting hours. my heart &amp; soul. https://t.co/Zuq29jZVyK,19/06/2016 02:54
love youu,17/06/2016 15:06
never a bad time to start them all over...... again 🐉 https://t.co/FtyH0GkSJj,17/06/2016 15:03
Just posted a photo https://t.co/iteYQhpI0N,17/06/2016 14:51
♡ https://t.co/GOz3d0C4ih,17/06/2016 14:39
waitin for me https://t.co/Pvir7xQzZg,17/06/2016 05:28
Just posted a photo https://t.co/STe8DtFrSE,16/06/2016 10:46
2 new colors #September #VivaGlam #MacAIDSfund ♡ https://t.co/zWYqtdAm1L,16/06/2016 10:42
love,14/06/2016 21:06
love is love,12/06/2016 16:42
I'm there in spirit  https://t.co/bzh1UEsuBi,12/06/2016 16:37
"Also, it's #LaPride today. be safe, proud and full of love. They will never win. Really wish I could be there with y'all. I love you.",12/06/2016 16:36
How how how how can one have so much hate ????? My heart...... is so broken. Praying for the families of the Orlando victims. I am so sorry.,12/06/2016 16:27
so. much. violence. it hurts my heart. sending as much Light and love as I possibly can to anyone and everyone I can possibly reach.,12/06/2016 14:18
are you kidding @AlexaLuria https://t.co/zBMXhLnQim,12/06/2016 03:07
love you,12/06/2016 02:02
"thank you my love, you made my night. 'twas a fun one for sure. 🌧 https://t.co/h9VeQ4Zfyz",12/06/2016 02:02
soul mate @AlexaLuria https://t.co/OzImcegHVF,12/06/2016 01:37
"rest in peace, sweet spirit @TheRealGrimmie. what a fucking tragedy. what a sad state this world is in. my heart is with her loved ones. ♡♡♡",11/06/2016 23:23
"love you, London",11/06/2016 21:13
"happy birthday to the most amazing woman in the world. love you, mommy. 🎂",10/06/2016 21:59
"a dear friend of mine put out an album!""I Think You're Swell""is not on it but it's still fire. congrats @MattBennett https://t.co/L3GiX6Z9vH",10/06/2016 17:11
☁️ ♡ ☁️ https://t.co/6AWBnOG5QQ,10/06/2016 02:18
Just posted a photo https://t.co/WjcudXmfQ2,09/06/2016 15:00
Merci Paris! Je vous aime de tout mon coeur,08/06/2016 20:22
@NICKIMINAJ I'm actually........ counting down the days til I see you..... 🚲,08/06/2016 19:07
"good luck today my sweet, strong baby. wish I were there to hold your paw. https://t.co/hlQyawz0U2",08/06/2016 16:47
"Paris babes, today is for you",08/06/2016 16:45
v exciting ✨🌛 my favorite to date. thank you for the DW love.  https://t.co/f27T20cQO0,08/06/2016 16:43
je t'aime https://t.co/p4fJkJRfmY,07/06/2016 19:30
ALEXA TOLD ME IT WAS BON.... Bonne nuit* https://t.co/KLUPht6QMM,07/06/2016 13:06
Bon nuit https://t.co/KLUPht6QMM,07/06/2016 13:04
celebrating our reunion with a nap @AlexaLuria https://t.co/Bvt5x5VQnR,07/06/2016 13:01
"love you. see you soon, Paris.",06/06/2016 22:47
if I have to cough on stage this week I'll just cover it up with a dab and hope for the best,06/06/2016 22:46
"still coughing but well enough to fly again thank god ✈️ can't wait to sing for you tomorrow, Paris ♡",06/06/2016 22:38
✈️ https://t.co/vtzqa5HRxG,06/06/2016 22:34
missed you,06/06/2016 20:51
Lafayette. ♡ https://t.co/TIkISNGuyc,06/06/2016 20:45
moonlightbae https://t.co/K47ZA6wbti,06/06/2016 20:44
Just posted a video https://t.co/hQhXEPznDO,04/06/2016 08:36
♡ https://t.co/lkpFAmeOWu,04/06/2016 08:33
Just posted a photo https://t.co/2wqCHIrG2M,04/06/2016 08:33
you know that we're greedy for / living for love ♡ ♡ ♡ @madonna https://t.co/ogmYBPq9Vj,03/06/2016 01:48
alien in Signs be like https://t.co/cOCy2g88FD,02/06/2016 18:59
♡ 🎂 ☕️ https://t.co/Z6gPDghDsh,01/06/2016 16:55
🎂🎂🎂 https://t.co/MuHt23GkE8,01/06/2016 16:50
hi babies. still sick af but missing you and loving you and thanking you for the well wishes.,31/05/2016 10:59
https://t.co/UOLU500suG,29/05/2016 00:30
🐇🐇🐇,26/05/2016 22:54
♡ https://t.co/LFTrbnvjUy,26/05/2016 22:51
I never knew you could hold moonlight in your hands ♡ https://t.co/eANXO50M0h,26/05/2016 22:49
tattoos on my mind,26/05/2016 22:40
"all I want, all I need, all I see is just me n youu",26/05/2016 22:34
@camilacabello97 wait omg it's tonight. I'm so excited for y'all. love you sm always.,26/05/2016 22:33
"💍 can't wait to have yours next week ♡  &amp; thank you, my sweet https://t.co/ts6ECBfF2n",26/05/2016 22:30
"thank you, love 💘 ♡  https://t.co/FUxOIdfDWC",26/05/2016 22:23
forever boy https://t.co/Nmm3NodjX1,26/05/2016 06:13
so nice visiting all our old teachers ♡ 🔮 @ Hogwarts https://t.co/XyOWc6fjDX,26/05/2016 05:44
#dangerouswoman on @spotify ♡ https://t.co/LFTrbnvjUy,25/05/2016 20:13
ARE YOU KIDDING @Todrick https://t.co/kAK5gAEuKJ.,25/05/2016 20:12
thank you from the bottom of my heart to everyone who's been showing my new 🎶 such love this week. I appreciate u. 😌 https://t.co/Qbc5r9gkNA,25/05/2016 18:30
🌙🌙🌙,25/05/2016 18:26
never have I ever made it thru an album release week without getting sick... but my heart is so full !!! fuck a cold. I love you. thank you.,25/05/2016 18:25
gratitude,25/05/2016 18:23
love,25/05/2016 18:23
"over the 🌙, beyond excited to be sharing the stage w @xtina on @NBCTheVoice tonight. someone please collect me off the floor when we're done",24/05/2016 23:01
#IntoYouVideo directed by @HannahLuxDavis now on @Vevo https://t.co/8a3M4NxqOc,24/05/2016 04:05
1 hour #intoyouvideo https://t.co/gfs6f0XqAl,24/05/2016 03:01
1 hour #intoyouvideo,24/05/2016 02:59
love you so much. gonna stop spamming y'all now. just missed you &amp; wanted to let you know how grateful I am for you always.,24/05/2016 02:37
angels  https://t.co/wbyL8tyyp7,24/05/2016 02:34
♡  https://t.co/LwBbYEvuUQ,24/05/2016 02:28
i really hope not  https://t.co/7dB9c50zSf,24/05/2016 02:25
I'm ..... over the moon grateful.  https://t.co/diAIY7A0SY,24/05/2016 02:24
👀 https://t.co/cXotsAmttU,24/05/2016 02:21
love you  https://t.co/ZjGldfEwQW,24/05/2016 02:21
seeee @tbhits you did that  https://t.co/iOGMz2qYkS,24/05/2016 02:20
thank you my love https://t.co/jft4182kBZ,24/05/2016 02:13
forever  https://t.co/54aJMVSK7E,24/05/2016 02:12
😌💭 https://t.co/w3NygvXTRB,24/05/2016 02:11
omg  https://t.co/vu4pCEzqcN,24/05/2016 02:09
I love you more  https://t.co/aCyYExhR0h,24/05/2016 02:08
👀 https://t.co/mk6dw0TjYD,24/05/2016 02:08
I'm so excited to sing w her y'all help me live to tell the tale  https://t.co/6lqmgiINlk,24/05/2016 02:07
🌙😌✨ https://t.co/flDrOM6E8E,24/05/2016 02:04
omg baby  https://t.co/yfyLXRfy6x,24/05/2016 02:03
I love you more  https://t.co/vLFsgfVdRf,24/05/2016 02:03
omg https://t.co/zQFGoscncN,24/05/2016 02:00
just wanna talk to my babes rn. Love you. hi.,24/05/2016 01:59
you're the cutest goodbye  https://t.co/60O30Zp49Z,24/05/2016 01:57
I do  https://t.co/8KWzuHJqUB,24/05/2016 01:57
B Y E https://t.co/Pscq8J5POH,24/05/2016 01:57
Love you more  https://t.co/H21SF7tCz3,24/05/2016 01:56
tea &amp; signed album postcards up now: https://t.co/vpJNVa2Hzt  ☕️,24/05/2016 01:04
beyond excited and honored ♡ !!!!!!!!! https://t.co/aCzyrg6LmK,23/05/2016 23:15
#IntoYouVideo dir by @HANNAHLUXDAVIS out tonight 9pm pst / midnight est on @Vevo https://t.co/lw7p5Bn9Qt,23/05/2016 20:32
much,23/05/2016 17:40
love you so,23/05/2016 17:40
"#LetMeLoveYouVideo dir @grant_singer now on @vevo

https://t.co/SAlpx1zWVq",23/05/2016 17:33
https://t.co/Qbc5r9xVF8 ♡,23/05/2016 17:17
"excited to be performing my second single off DW, #IntoYou at the @BBMAs tomorrow. Video 'soon'. ♡ https://t.co/c1ROC9tea0",22/05/2016 07:18
what's your favorite on DW? ♡ #DangerousWomanOutNow ---&gt; https://t.co/Qbc5r9xVF8 https://t.co/8CxD5WqNyJ,21/05/2016 21:12
I'm .... thinkin ... bout you,21/05/2016 21:12
thinkin bout you,21/05/2016 21:12
baby I don't want no one no one else,21/05/2016 21:12
#DangerousWomanOutNow 🌙 https://t.co/Qbc5r9xVF8,21/05/2016 03:05
😌😭♡,20/05/2016 21:38
♡ ♡ ♡ ♡ ♡ ♡ https://t.co/2DiaTEILpZ,20/05/2016 21:23
thank you @applemusic for helping me &amp; me babes celebrate today w the DW @snapchat filter 🐰🐰🐰 #DangerousWomanOutNow https://t.co/K0VgC2nsx0,20/05/2016 14:04
thank you @gma for letting my babes and I celebrate this morning !!!! love you so much. thank you. #DangerousWomanOutNow,20/05/2016 13:47
New album #DangerousWoman out now --&gt; https://t.co/Qbc5r9gkNA https://t.co/cesb8Y35UX,20/05/2016 03:16
"babes, it's out !!!!! #DangerousWomanOutNow https://t.co/Qbc5r9gkNA",20/05/2016 03:16
soon af ☁️,20/05/2016 02:05
"to the people who have gotten the album in the territories where it's out already, I love u. thank you. a few more hours for us over here!!!",20/05/2016 00:20
the honor is mine !!!! thank you so much for being a part of this! I can't wait to hug you !! https://t.co/gg0mySIH5o,20/05/2016 00:16
"see you tomorrow bright &amp; early, NYC babes @gma 🌞🌙 #DangerousWomanTonight",19/05/2016 22:59
"omg 
1. I love you
2. r u ok https://t.co/kwMkVQRsyj",19/05/2016 21:53
love you I love you,19/05/2016 21:24
"babies, what an emotional day. overwhelmed &amp; excited. I love you. thank you for everything always. !!!! #DangerousWomanTonight",19/05/2016 21:23
💀💀💀💀💀💀💀 https://t.co/9JytHEpMqX,19/05/2016 21:11
"omg I love you forever, my true love 🍍 ♡  https://t.co/buwJ71vpL3",19/05/2016 21:11
BTS 8mm of me and @grant_singer on Let Me Love You shoot #DangerousWomanTonight https://t.co/ThbTYwCMt0,19/05/2016 20:52
me rn #DangerousWomanTonight  https://t.co/vI4Dz9xEqX,19/05/2016 20:36
#dangerouswomantonight who's staying up???!! https://t.co/zJrdTc0tW9,19/05/2016 18:49
"babes get ""Dangerous Woman"" at @Target tomorrow for an alternate cover &amp; 2 extra songs #moremusic https://t.co/5EPuetEvB5",19/05/2016 18:44
taking over @vevo's Twitter rn #DangerousWomanTonight ♡ #AskAriana,19/05/2016 17:32
album tonight #dangerouswomantonight !!!!!!!! ♡ 🐰 https://t.co/ECTANipru7,19/05/2016 17:30
🙈,19/05/2016 15:16
"tell me why you know every word already 😭😭😭 I love you from the bottom of my heart, Ny. what a special night.",19/05/2016 02:38
♡  #2daystilDangerousWoman ♡ https://t.co/lDUFZjiWM5,18/05/2016 21:27
2 https://t.co/i72Q76BM1s,18/05/2016 21:27
#2daystilDangerousWoman ♡ https://t.co/QK6jfduTWD,18/05/2016 21:26
"♡ #2daystildangerouswoman ♡ 
https://t.co/X1TBDlCDds",18/05/2016 16:23
see you today Ny babes @vevo #2daystilDangerousWoman my heart about to pop,18/05/2016 16:18
2,18/05/2016 04:47
🌙✨ https://t.co/Hl3CrWN7Pk,17/05/2016 23:52
♡ #3daystildangerouswoman 😌 https://t.co/WZZVQJJ6P7,17/05/2016 19:41
#3daystildangerouswoman ♡ ♡ ♡  #touchit premiere on beats1 around 2pm PT/5pm ET &amp; available to… https://t.co/BGi3ePIoTn,17/05/2016 19:38
3,17/05/2016 04:05
"babes, more post cards tomorrow at 1pm est / 10am pst https://t.co/4f1vM7YciV",17/05/2016 03:44
#4daystilDangerousWoman / #LEAVEMELONELY today ♡ macygrayslife @applemusic https://t.co/Mzda9G8tzd,16/05/2016 18:47
i love you babies,16/05/2016 03:34
#LetMeLoveYouVideo feat. @LilTunechi dir by @Grant_Singer / @applemusic https://t.co/hwyi9Q9ZcF,16/05/2016 03:27
.@grant_singer love &amp; adore you.,16/05/2016 03:26
"for my babes. 
#LetMeLoveYouVideo tonight directed by @grant_singer https://t.co/2vHOXXqOQf",16/05/2016 02:48
#5daysdangerouswoman an @applemusic exclusive tonight ! #LetMeLoveYouVideo feat @liltunechi by… https://t.co/5YzdkKuk05,16/05/2016 02:35
"a surprise for the babes since we're getting so close!!
an @applemusic exclusive:… https://t.co/hwy4gitLVw",16/05/2016 02:29
rehearsal @BBMAs #IntoYou ♡ ♡ ♡,15/05/2016 23:59
you're the sweetest @djkhaled !! thanks for the cloth / elliptical / nature talks,15/05/2016 21:32
♡ @applemusic #5daystildangerouswoman #sometimes https://t.co/qd3f6MPTSd,15/05/2016 20:46
you'll also be to stream #sometimes exclusively on @applemusic at 9pm PT/12am ET… https://t.co/shpq33HzNz,15/05/2016 19:31
she's lookin for love she said she's single n I'm her feature omg,15/05/2016 19:17
#5daystildangerouswoman / #sometimes world premiere today on beats1 around 2pm PT/5pm ET ♡ https://t.co/rjJPl1Bkht,15/05/2016 18:23
"i have two surprises for you today, babies #5daystildangerouswoman",15/05/2016 18:10
.@NICKIMINAJ 💍🚲💭💗♡,15/05/2016 17:32
I love you Los Angeles @1027KIISFM thank you so much 🌙,15/05/2016 05:50
♡ Stream #sidetoside ft @nickiminaj now exclusively on @applemusic… https://t.co/TcPUmzaVKC,15/05/2016 03:51
omg https://t.co/8Q9gzEcrgA,14/05/2016 21:48
LOL https://t.co/0NmCPx7CFh,14/05/2016 21:26
curry w the shot just tell em to call me Stephanie 💭📽 I love you @nickiminaj #sidetoside ♡,14/05/2016 21:25
pop da blue box that say Tiffany ♡ 💍 💭,14/05/2016 21:22
"""wrist icicle, ride #dickbicycle"" @nickiminaj #sidetoside 👀🚲",14/05/2016 21:21
"&amp; boooy, you got me walkin side to side",14/05/2016 21:20
been here all daaaayy,14/05/2016 21:19
been here all night https://t.co/xe1Kr1jTD9,14/05/2016 21:18
#6daystilDangerousWoman / #sidetoside ft. @nickiminaj world premiere today on beats1 at 2pm… https://t.co/qwSrB86YHe,14/05/2016 20:10
you know that i'm greedy for love,14/05/2016 19:43
#6daystilDangerousWoman https://t.co/0zQojxzVtS,14/05/2016 18:48
♡ ♡ see you soon everybody  https://t.co/yC4XIwV7nF,14/05/2016 18:37
♡ #wangotango is one of my fav shows of the year idk it makes my heart explode. see you tonight @1027KIISFM 🎶 maybe I'll do another new one,14/05/2016 18:15
♡,14/05/2016 03:50
Stream #greedy now exclusively on @applemusic  https://t.co/4y0IjCBhlX… https://t.co/QtFdpp1Rdt,14/05/2016 03:48
"all very exciting!! love you, babies. San Diego tonight!!!",13/05/2016 22:47
cause i'm.... so https://t.co/DAJ80dWLBa,13/05/2016 22:44
#greedy ♡ ♡ ♡ world premiere today on Beats 1 &amp; available to stream tonight on @applemusic https://t.co/3Qf2K2lOdR,13/05/2016 21:21
#7daystilDangerousWoman so....... I'm very excited to announce that for the final 6-7 days of… https://t.co/djjcEHJ9gt,13/05/2016 20:44
♡ #EverydayTonight ♡ #8daystilDangerousWoman,12/05/2016 23:40
#Everyday will also be available to stream on @applemusic tonight!! @1future… https://t.co/zQLNEPYsdd,12/05/2016 23:29
#8DaystilDangerousWoman / #Everyday ft @1future premiers tonight on Beats1 around 6pm pst https://t.co/PrL2futrh5,12/05/2016 23:27
@BBMAs ♡ ♡ ♡,12/05/2016 22:42
something special for y'all tonight #8daystilDangerousWoman,12/05/2016 22:42
#9daystilDangerousWoman / track 9 preview #everyday ft @1future https://t.co/WHPjmxwN0s,11/05/2016 22:44
omg what is this I love you so much  https://t.co/MzTJX1Mu09,11/05/2016 22:38
not even sometimes,11/05/2016 22:36
cause we're collecting moments... tattoos on my mind.... 💭 I ain't even think of leaving sometimes... I ain't even think of letting go,11/05/2016 22:36
I ain't never thought of goin nowhere.... I don't even see it down the road....,11/05/2016 22:35
I ain't even think of leavin sometimes..... I ain't even think of letting go,11/05/2016 22:34
nine days https://t.co/XO2d1AZKiB,11/05/2016 21:18
#9daystilDangerousWoman / track 10 preview #sometimes https://t.co/6YRJQsAN8d,11/05/2016 19:37
10 https://t.co/AQR7eYK3Xa,10/05/2016 22:35
you know that I'm greedy for lovee,10/05/2016 21:16
ten days til dangerous woman / track 7 preview #greedy https://t.co/whjnl5lEGJ,10/05/2016 21:15
"and I love ""soon""",10/05/2016 20:23
I love youuu,10/05/2016 20:23
"dangerous woman officially out ""soon"" huh #10daystildangerouswoman",10/05/2016 20:16
ten https://t.co/2lsUBgdKzM,10/05/2016 19:09
🌧🗻♡ https://t.co/4f1J209PBm,10/05/2016 18:52
10 days https://t.co/X1TBDlUe50 ♡ https://t.co/WN3XB8PF3x,10/05/2016 18:24
yas  https://t.co/0yX8GIpRJk,09/05/2016 22:48
11 days,09/05/2016 21:37
@lorde ♡ ♡,09/05/2016 21:36
"♡ 12 days, babes https://t.co/ywR6wRShac… ♡",08/05/2016 20:56
90s lookin ass stroller / mom's the cutest #MothersDay https://t.co/ghysWj2AXv,08/05/2016 19:20
Just posted a photo https://t.co/IQ4qbAx0DX,08/05/2016 19:09
didn't get her reaction bc my phone died but.... mission accomplished. ♡✈️ happy Mother's Day… https://t.co/S3AFOXN4B5,08/05/2016 19:00
love you mommy https://t.co/7Sotobndnb,08/05/2016 18:37
&amp; all i wanna do is to fall in deeep,07/05/2016 03:33
iii'm so into you i can barely breathe,07/05/2016 03:32
♡ ♡ ♡ https://t.co/owPFI9IAzs,07/05/2016 03:31
#IntoYou out now / 14 days https://t.co/X1TBDlUe50,06/05/2016 20:16
#IntoYou out now !! ---&gt; https://t.co/X1TBDlUe50,06/05/2016 03:15
💘💘💘 https://t.co/D4s2lgtoZQ,06/05/2016 03:14
v excited for this show !! https://t.co/lFQvpDOcV9,05/05/2016 18:07
#IntoYouTonight / #15DaysTilDangerousWoman 💘 https://t.co/X1TBDlCDds,05/05/2016 13:01
💘💘💘💘💘 https://t.co/IfSdNfTX5R,05/05/2016 04:56
Into You tomorrow night ♡ 16 days til the album https://t.co/TSX4ipjI9B,05/05/2016 04:40
"I love &amp; am grateful for my incredible band, this song, my babes, the ability to do what I love,… https://t.co/wbWHZtzYLB",02/05/2016 22:39
"babes, post cards will be back in stock tomorrow 10am pst / 1pm est.... https://t.co/vpJNVa2Hzt you are insane and amazing and i love you.",02/05/2016 20:50
new merch ☕️ &amp; signed postcards + album for preorder available now https://t.co/vpJNVa2Hzt,02/05/2016 20:15
Just posted a photo https://t.co/99RvPtkbYx,02/05/2016 20:11
#RDMAs tonight ♡ #DangerousWoman thank you 🎶 https://t.co/5xIveLrvPI,01/05/2016 20:57
thanks to my babes 😌 always a pleasure @radiodisney  https://t.co/uqCLKUTJxk,01/05/2016 00:24
20 days https://t.co/X1TBDlUe50 ♡,30/04/2016 16:37
boy don'tchu know I'm greedy ♡ https://t.co/WnYbpgogFW,30/04/2016 16:31
Just posted a photo https://t.co/PaRise82st,30/04/2016 08:02
😌 https://t.co/bN3y6qevIQ,30/04/2016 03:40
Just posted a photo https://t.co/CCoBwzgOl8,27/04/2016 01:39
#Time100 https://t.co/ZtfVfACNRt,27/04/2016 01:38
Just posted a video https://t.co/dMxaepusyD,26/04/2016 05:02
"""you neva know, I'm very naughty"" - nonna",26/04/2016 04:46
thank you babies,26/04/2016 04:37
"thank you again @jimmyfallon @fallontonight ! nonna says ""if jimmy calls, tell him I'll be back after ten"".",26/04/2016 00:22
♡ https://t.co/3Zpqdcjlyf,25/04/2016 17:38
"""he's the only man I'd stay up til 11:30 for"" - nonna on @jimmyfallon",22/04/2016 19:05
"an artist who showed true creative freedom and challenged all barriers. rip, beautiful. https://t.co/ewwoACle5Y",21/04/2016 18:09
honored &amp; touched. thank you @time and @MrJasonRBrown. I love you I really do.  https://t.co/eT5yg2Cw3C,21/04/2016 17:14
she's actually going to murder me for reposting that but it's the funniest shit I've ever seen sorry mama love you,20/04/2016 23:04
mom's genuine reaction when I played her the album. #1monthTilDangerousWoman #loveyoumommy https://t.co/kokpHV6ERM,20/04/2016 23:00
"1 month #PreOrderDangerousWoman 
https://t.co/X1TBDlUe50",20/04/2016 19:24
jus lemme ♡ you https://t.co/RAjrLRIjcn,19/04/2016 03:59
y'all blow me away and i love you #LetMeLoveYou,18/04/2016 19:55
new song #LetMeLoveYou ft. @LilTunechi from my forthcoming album #DangerousWoman is out now —&gt; https://t.co/X1TBDlUe50,18/04/2016 03:09
"1. moonlight 
2. dangerous woman
3. be alright
4. into you 
5. side to side feat @nickiminaj
6.… https://t.co/JRzZlbr17t",17/04/2016 02:18
so proud of Strauss all moved into his new place https://t.co/GO1G3ffp7c,16/04/2016 22:38
♡ 💭 https://t.co/stBA2WV2kj,16/04/2016 22:29
me rn https://t.co/YosiLWXBme,16/04/2016 20:38
"Join me and unlock cute pandas in @bestfiends &amp; support @World_Wildlife #AppsforEarth 
Download from the @AppStore: https://t.co/X9cN8j3Bab",16/04/2016 20:23
I unlocked the 🐼s for @WWF. join me @bestfiends https://t.co/X9cN8j3Bab #AppsforEarth 🌿,16/04/2016 05:45
♡ 🐼 https://t.co/d8BvBs4dlB,16/04/2016 05:14
thank you for the love ~ listen to #dangerouswoman on Today's Top Hits on @Spotify ---&gt; https://t.co/E97vaCWpBP https://t.co/KlxquOwEgF,16/04/2016 03:00
.@fujischool の あゆみせんせい、わたしに にほんごを おしえてくれてありがとうございます。にほんが ほんとうに だいすき！ また にほんごの レッスンをするのがまちきれない！ だいすき あゆみ せんせい。♡,15/04/2016 10:58
きょうの じしんで ひがいを うけた かたがたへ、 わたしの あいと いのりが とどきますように。,15/04/2016 05:03
だいすき Tokyo https://t.co/G4ViuNKoFc,13/04/2016 07:39
somethin bout,12/04/2016 00:09
39 days #DangerousWoman https://t.co/X1TBDlUe50,12/04/2016 00:05
thank you @BBMAs @billboard and my babes ♡ honored and excited,12/04/2016 00:03
@MoodsButera love u more always,11/04/2016 23:56
@BihyonceKnowles please stop i love this so much,11/04/2016 23:54
♡ おはようございます！,11/04/2016 21:29
あいたかった！,11/04/2016 14:01
Just posted a photo https://t.co/HdnG8Dkb4F,11/04/2016 06:29
また にほんに いきます! みんなに あえるのが まちきれない ♡ ✈️ see you soon https://t.co/Nx6yTGWZlA,11/04/2016 00:17
.@MrJasonRBrown @MTV I'm the lucky one. Love youuu Jason.,10/04/2016 21:24
tune in tonight 🎬 @mtv #movieawards #DangerousWoman ♡ https://t.co/HyfZnS8Ltv,10/04/2016 21:02
#NationalSiblingsDay love you always @FrankieJGrande https://t.co/pIkRZiRYmd,10/04/2016 19:30
when u see bae https://t.co/FsX6TNmFdc,10/04/2016 05:53
sweet babes https://t.co/I9yK3BlIO6,10/04/2016 05:07
"tomorrow!!! @mtv #movieawards #DangerousWoman accompanied by my friend, the 1 &amp; only Jason… https://t.co/IAjCAC0sch",10/04/2016 04:40
I was about to make a joke about how small I am but then .......... @kevinhart4real https://t.co/SLO1y1QE5j,10/04/2016 00:12
always tell the people you love how much you love them,09/04/2016 20:58
what most of the shots actually looked like tho creationsofla https://t.co/VhsGilsPtH,09/04/2016 19:07
xoxo https://t.co/uuDP9VKF4p,09/04/2016 19:04
Just posted a photo https://t.co/LOxoKrMen5,09/04/2016 18:59
"tell me about it, stud ... https://t.co/fo48dEtv8q",09/04/2016 18:53
see you tonight @mtv !! #MovieAwards ♡ 🎬,09/04/2016 17:29
sweet dreams,09/04/2016 07:37
love you @MacyGraysLife,09/04/2016 02:34
Just posted a photo https://t.co/PkrmeOPbRj,09/04/2016 02:25
love only,08/04/2016 23:11
queen of being awkward with jackets https://t.co/N8mhiYi9Xc,08/04/2016 19:31
Just posted a photo https://t.co/erGcOomM4k,08/04/2016 19:29
thank you for the love last night my babies i love you so much,08/04/2016 18:06
♡ @nickiminaj https://t.co/NlnPb0oFvT,08/04/2016 06:56
"I love you Vegas, I love you @NICKIMINAJ",08/04/2016 06:46
baby.... jus.... say.... pretty.... please... pretty please,08/04/2016 01:10
Just posted a video https://t.co/3pjibVMy7a,07/04/2016 21:38
see you sooon #Vegas @TMobile,07/04/2016 20:11
