tweet,date_time,real_sentiment,real_distilbert_sentiment
Mad love ❤️ for this one https://t.co/8qgqdIn22b,13/01/2017 22:29
"Excited to introduce my new floral fragrance, #FantasyInBloom! Available now at @Kohls in the US and soon worldwide. https://t.co/kSR1tAd85m",12/01/2017 18:04
First #PieceOfMe show of the New Year is tonight!!! Let’s go!! https://t.co/KZQqHY9l8s,12/01/2017 00:05
It feels so good to be back in Vegas!! Can't wait to kick off #PieceOfMe 2017 tomorrow night! ⭐️ https://t.co/XHq85urZf7,10/01/2017 23:03
📸 David Roemer https://t.co/LJyuqlcIOj,07/01/2017 18:01
Had so much fun in this lovely dress 💜📸 David Roemer https://t.co/IkkV1vc7Zn,07/01/2017 04:27
Such a great shoot with David Roemer https://t.co/j8I403sjOO,07/01/2017 01:53
🌸 📸: David Roemer https://t.co/MtD874l6i1,03/01/2017 21:02
#CurrentMood Feeling good about 2017... 😃🌟 📸: David Roemer https://t.co/m5QGUmbJgs,02/01/2017 19:56
2017 kick off 🏈 We loved watching the @RamsNFL play today... thank you for having us!! https://t.co/BvhSz0ZxOx,02/01/2017 02:39
So much fun. Looking forward to more of this in 2017!! @G_Eazy https://t.co/h2kGk1lAPB,01/01/2017 22:11
Happy New Year 🎉🎉🎉 https://t.co/LeD1A5XJaI,01/01/2017 20:24
"I’ve been thinking about George Michael today, and the positive effect he’s had on this world... https://t.co/AVROQgYpmL",27/12/2016 01:53
Don't underestimate the power of Charlie's 👼 https://t.co/vy0PyEGoAj,26/12/2016 21:23
"#SlumberPartyRemixEP out today ft. @djmarcstout + Scott Svejda, @badroyalemusic, @MarcJB, @dannydove &amp; @mishakmusic!
https://t.co/E0asODNCc2",23/12/2016 15:20
#SlumberPartyRemixEP coming 12.23 🔥🎶 https://t.co/Id5nQwtvg9,19/12/2016 22:38
Don’t miss my show #PieceofMe at @phvegas! Voted Best Show in Las Vegas ⭐ VIP Packages and Meet &amp; Greets available.… https://t.co/D9Y7zhuFAK,19/12/2016 20:51
Good morning! May you all have a blessed day 😊 https://t.co/jJoIckBZET,19/12/2016 17:20
This is amazing!!  Especially that hair flip... 😻😻😻 https://t.co/JuqksEYP0i,15/12/2016 20:50
Omg yes @madonna 😍 I can’t wait to watch this tonight!!! The Rebel Heart Tour is on @Showtime at 9pm ET https://t.co/JfekY4YPQO,10/12/2016 01:07
Congrats to my friend @iamstevent who was awarded the @UN's 2016 Humanitarian Award! So proud of his incredible work with @JaniesFund!! 💛,09/12/2016 04:55
Shooting #SlumberParty w/ my girl @tinashe #tbt💙💗💙💗 https://t.co/gcLAFph5w2,09/12/2016 02:07
Chicago bound this weekend ✈ Can’t wait to see you all at @B96Chicago #JingleBash on Saturday!!! ⛄🎉,07/12/2016 20:38
Thank you for the sweet birthday wishes! Had an amazing day. Love you all 💖💖💖 https://t.co/jzKBS3r1b7,03/12/2016 09:49
Jingle ball here we come 🎀🎀🎀🎀 https://t.co/S491PJDzWl,03/12/2016 00:18
".@Tinashe thank you 💖 Hope to see you again soon, girl!!!",02/12/2016 23:15
@jorgediego9 Your pic is adorable 😊 Thanks Jorge!,02/12/2016 23:11
@fab2709 Aww this is soooo sweet thank you! ❤ ❤ ❤,02/12/2016 23:07
@Nancy8Gamez This is so cool! Thank you so much!!,02/12/2016 23:04
".@TheEllenShow And I love you like a talented, Medal of Freedom recipient 🌟 Thanks Ellen!",02/12/2016 23:03
".@MarioLopezExtra Awww thank you, Mario!!",02/12/2016 22:56
So much to celebrate tonight! Can’t wait to see everyone at #KIISJingleBall ❄ 🎁 https://t.co/v6mntMPpUv,02/12/2016 18:26
I have one for you too @OnAirWithRyan 😉 Can’t wait to spend my birthday at #KIISJingleBall tomorrow!!! https://t.co/k7ICdE9lOm,01/12/2016 21:14
Incredible!!! You all are so much fun... invite me next time? 🎉🎉🎉🎉🎉 https://t.co/1LFD52xrsc,29/11/2016 18:17
Absolutely blown away by @Ari_Grooves' performance of Slumber Party!! So amazing! ✨ https://t.co/rIiOttZx7G #BritneyLovesBroadway,28/11/2016 23:57
This is amazing ❤️❤️❤️ @haileyknoxmusic https://t.co/zwIK3TUXxt,28/11/2016 01:45
Wow!! Love this @laurenxgodwin 💖 #SlumberParty https://t.co/GLaRGX2dBU,23/11/2016 23:59
This girl is an incredible dancer! Great job @tatimcquay 👏👏👏#SlumberParty https://t.co/9EYcIJWXz6,21/11/2016 02:12
"Thanks for another amazing run, Vegas! See you in 2017 💫 #PieceOfMe https://t.co/PQ1p8ObYz5",20/11/2016 23:01
Go crazy 💖 #SlumberParty https://t.co/2yO2zIxCV6 https://t.co/b4jtMAMeDZ,19/11/2016 20:33
Taking over @MTV’s snapchat soon!!! Follow ➡ MTV,19/11/2016 03:14
What’s better than releasing the #SlumberParty video? Being able to perform it every night at #PieceOfMe! So happy… https://t.co/ptc6KJvSVL,18/11/2016 19:48
About last night… #SlumberParty video is OUT &amp; the new remix ft. @tinashe is available on @spotify! https://t.co/UR1JOfO9Py,18/11/2016 17:34
Thank you to @mtv for premiering #SlumberParty on their official snapchat! I’ll be taking over their account tomorrow. Follow them!!! 👻: MTV,18/11/2016 08:34
@bennybeneficial that means so much to me 💖💖💖 thank you!,18/11/2016 08:18
@NicoSlaysYou thank you so much!!!,18/11/2016 08:16
@gabespears Time for a #SlumberParty 😉,18/11/2016 08:14
#SlumberParty music video ft. @Tinashe is out NOW on @vevo 💜💙 https://t.co/2yO2zIg23y https://t.co/waavI19u8U,18/11/2016 08:06
Who saw the #SlumberParty sneak peek on @wonderlandmtv? 🙈The full video goes live at midnight PT on @vevo!!!,18/11/2016 05:09
